3976	[0.0009560512855696138, [15, 72, 346, 406, 737, 762, 978, 1305, 1310, 1549, 1648, 1984, 2001, 2144, 2240, 2276, 2354, 2364, 2369, 2398, 2517, 2535, 2565, 2589, 2775, 2790, 2871, 3014, 3034, 3089, 3180, 3271, 3276, 3334, 3352, 3455, 3456, 3459, 3537, 3643, 3792, 3796, 3830, 3897, 3958, 4037, 4040, 4110, 4124, 4127, 4189, 4191, 4211, 4212, 4219, 4220, 4298, 4335, 4338, 4401, 4402, 4500, 4529, 4536, 4547, 4551, 4558, 4562, 4583, 4584, 4588, 4621, 4631, 4650, 4678, 4684, 4712, 4717, 4735, 4776, 4777, 4780, 4811, 4828, 4875, 4954, 4966, 4977, 5002, 5020, 5045, 5075, 5083, 5123, 5141, 5199, 5215, 5233, 5260, 5267, 5271, 5285, 5296, 5303, 5306, 5327, 5341, 5364, 5387, 5388, 5430, 5463, 5465, 5481, 5484, 5509, 5623, 5635, 5639, 5664, 5697, 5800, 5817, 5860, 5872, 5886, 5936, 6009, 6059, 6083, 6097, 6098, 6109, 6130, 6164, 6257, 6261, 6269, 6278, 6755, 6997, 7185, 7201, 8295, 8296]]
3977	[4.765186581831884e-05, [15, 2066, 2144, 2398, 2790, 3562, 3645, 3720, 3800, 4030, 4191, 4256, 4578, 8294]]
3978	[4.765186581831884e-05, [3800, 5818]]
3979	[4.765186581831884e-05, [2535, 3800, 4011]]
398	[4.765186581831884e-05, [402, 3792, 5295, 5543, 5739, 6001, 6890]]
3980	[7.922536504155951e-05, [2328, 4373]]
3981	[4.765186581831884e-05, [2535]]
3982	[4.765186581831884e-05, [15, 737, 2276, 2398, 2535, 2775, 3089, 3352, 3456, 3910, 4037, 4099, 5079, 5412, 5902, 6097, 6337, 6869, 7115, 7809]]
3983	[4.765186581831884e-05, [2535, 4534, 5452, 7908]]
3984	[4.765186581831884e-05, [2535, 4037]]
3985	[4.765186581831884e-05, [15, 1239, 1498, 2066, 2511, 2535, 2655, 2775, 2811, 2958, 3140, 3291, 3454, 3460, 3498, 3631, 3634, 3635, 3830, 4021, 4037, 4261, 4335, 4578, 4661, 4781, 5002, 5928, 6296, 6496, 6553, 7855]]
3986	[4.765186581831884e-05, [2535]]
3987	[4.765186581831884e-05, [2535]]
3988	[4.765186581831884e-05, []]
3989	[4.765186581831884e-05, [2535, 5404]]
399	[4.765186581831884e-05, [271, 402, 560, 579, 715, 1513]]
3990	[4.765186581831884e-05, [2535]]
3991	[4.765186581831884e-05, [1549, 3320, 3562, 4024, 4666, 8293, 8294]]
3992	[4.765186581831884e-05, [1549, 4463]]
3993	[4.765186581831884e-05, []]
3994	[4.765186581831884e-05, []]
3995	[4.765186581831884e-05, [896, 2276, 2516, 2535, 3015, 3089, 3394, 3456, 3479, 3498, 3586, 3634, 3796, 3897, 4041, 4098, 4099, 4201, 4310, 4335, 4448, 4482, 4547, 4574, 4587, 4645, 4653, 4712, 4715, 4824, 4828, 4846, 4899, 4964, 5061, 5144, 5155, 5178, 5188, 5200, 5204, 5273, 5321, 5437, 5457, 5459, 5637, 5680, 5743, 5757, 5780, 5827, 5848, 5886, 5891, 5947, 6576]]
3996	[4.765186581831884e-05, []]
3997	[4.765186581831884e-05, [2746]]
3998	[4.765186581831884e-05, [2746, 3664]]
3999	[0.00010589272248911253, [2595, 2746]]
4	[4.765186581831884e-05, [8, 10, 28, 30, 38, 55, 56, 75, 130, 140, 147, 151, 152, 214, 232, 243, 282, 299, 341, 363, 370, 415, 560, 606, 611, 645, 650, 659, 8282]]
40	[4.765186581831884e-05, [33, 54, 55, 214, 216, 243, 252, 257, 273, 274, 299]]
400	[4.765186581831884e-05, [192, 243, 271, 299, 321, 402, 606, 686, 769, 1044, 1723, 8284]]
4000	[4.765186581831884e-05, [2210, 2746, 3843, 8293]]
4001	[4.765186581831884e-05, [737, 1385, 1729, 1990, 2145, 2289, 2746, 3321, 3394, 3454, 3568, 3660, 3976, 4021, 4037, 4040, 4127, 4191, 4219, 4220, 4261, 4365, 4536, 4662, 4678, 4719, 4811, 4994]]
4002	[4.765186581831884e-05, []]
4003	[4.765186581831884e-05, []]
4004	[4.765186581831884e-05, []]
4005	[4.765186581831884e-05, [2595]]
4006	[4.765186581831884e-05, [2210, 2655]]
4007	[4.765186581831884e-05, [2134, 2210, 2433, 2655, 2859, 2900, 3192, 3258, 3394, 3562, 3843, 4043, 4269, 4290, 8294]]
4008	[4.765186581831884e-05, [15, 2655, 3089, 3276, 4448, 4780, 5484]]
4009	[7.409351121014534e-05, [1024, 3631]]
401	[4.765186581831884e-05, [402]]
4010	[4.765186581831884e-05, [4011]]
4011	[0.0006919401141117281, []]
4012	[7.0128377369133e-05, []]
4013	[0.0002445784901455814, [15, 346, 896, 1680, 2066, 2369, 2535, 2565, 2909, 4014, 4138, 4315, 4712, 5123, 5215, 5288, 5412, 5829, 5863, 6218, 6789]]
4014	[6.611905423902368e-05, []]
4015	[4.765186581831884e-05, [15, 2210]]
4016	[4.765186581831884e-05, [2210, 2384]]
4017	[4.765186581831884e-05, []]
4018	[4.765186581831884e-05, []]
4019	[4.765186581831884e-05, [4021, 4024]]
402	[0.00046472443818443477, []]
4020	[4.765186581831884e-05, [2328, 2981, 3192, 4021, 4256, 4263]]
4021	[0.0004313459233095494, []]
4022	[4.765186581831884e-05, []]
4023	[4.765186581831884e-05, [840, 3720, 4024]]
4024	[0.00022101688456217604, [3898, 4986]]
4025	[4.765186581831884e-05, [8293]]
4026	[4.765186581831884e-05, [3313, 8293]]
4027	[4.765186581831884e-05, [2129, 4162, 4179, 4384, 4402, 8293]]
4028	[4.765186581831884e-05, [8293]]
4029	[4.765186581831884e-05, []]
403	[0.00018940134905535316, [75, 402, 425, 739, 974, 1166, 1211, 1521, 1705, 1744, 1746, 2053, 2144, 2264, 2416, 2599, 2814, 2834, 2922, 2966]]
4030	[0.00011213389264270675, []]
4031	[8.662046488940537e-05, []]
4032	[4.765186581831884e-05, []]
4033	[4.765186581831884e-05, []]
4034	[4.765186581831884e-05, [2072, 3717, 3843, 4043]]
4035	[4.765186581831884e-05, [3717]]
4036	[4.765186581831884e-05, [15, 155, 825, 1159, 1239, 1247, 1305, 1307, 1310, 1648, 1769, 2001, 2066, 2134, 2258, 2364, 2384, 2440, 2506, 2516, 2576, 2605, 2653, 2696, 2775, 2787, 2831, 2859, 2958, 2981, 3000, 3027, 3103, 3274, 3276, 3293, 3352, 3443, 3456, 3458, 3562, 3586, 3607, 3631, 3717, 3720, 3796, 3873, 3885, 3958, 3969, 4037, 4088, 4099, 4138, 4162, 4175, 4233, 4335, 4338, 4341, 4488, 4530, 4574, 4600, 4653, 4712, 4792, 4797, 4808, 4929, 4938, 4953, 4962, 4981, 4986, 5022, 5028, 5037, 5061, 5072, 5083, 5189, 5254, 5288, 5404, 5423, 5430, 5445, 5449, 5452, 5454, 5459, 5506, 5509, 5529, 5543, 5605, 5614, 5637, 5650, 5651, 5680, 5683, 5693, 5732, 5737, 5743, 5780, 5790, 5814, 5819, 5827, 5828, 5835, 5897, 5925, 5928, 5936, 5994, 6044, 6123, 6148, 6229, 6417, 6437, 6566, 6665, 6780, 6869, 6907, 6918, 6946, 7101, 7381, 7400, 7414, 7587, 7620, 7699, 7860, 8037, 8042, 8073, 8128, 8198, 8294]]
4037	[0.004348336107200708, [15, 825, 1385, 2014, 2958, 3498, 3717, 4138, 4256, 4402, 5226, 5693, 6124, 7699, 8294]]
4038	[4.765186581831884e-05, [4043]]
4039	[4.765186581831884e-05, [825, 2384, 2653, 2981, 3562, 4043, 4055, 4110, 4162]]
404	[4.765186581831884e-05, [402, 403, 1521, 1744, 1746]]
4040	[0.0005893391619472054, [15, 72, 737, 967, 1403, 1688, 1982, 2144, 2145, 2237, 2240, 2277, 2506, 2535, 2576, 2605, 2765, 2790, 2871, 3089, 3106, 3321, 3334, 3352, 3381, 3454, 3562, 3586, 3615, 3635, 3643, 3748, 3755, 3796, 3812, 3910, 3976, 4011, 4037, 4043, 4219, 4266, 4400, 4401, 4402, 4529, 4531, 4578, 4584, 4678, 4706, 4735, 4776, 4778, 4780, 4811, 4814, 4827, 4875, 4966, 4981, 5020, 5064, 5123, 5178, 5288, 5323, 5404, 5459, 5559, 5563, 5693, 5732, 5743, 5745, 5757, 5839, 5991, 6043, 6269, 6278, 6709, 6914, 6934, 6980, 7005, 7233, 7280, 7351, 7443, 7662, 7788, 7809, 7871, 8051, 8174, 8192, 8198, 8204, 8212, 8219, 8224, 8226, 8294]]
4041	[0.0007093465526048913, [15, 737, 1247, 1972, 2354, 2381, 3015, 3089, 3103, 3276, 3458, 3460, 3498, 3554, 3634, 3643, 3691, 3796, 3897, 4043, 4099, 4124, 4266, 4298, 4335, 4355, 4530, 4653, 4687, 4712, 4715, 4719, 4780, 4792, 4795, 4827, 4899, 4938, 4964, 4987, 5121, 5141, 5178, 5200, 5204, 5210, 5233, 5239, 5262, 5375, 5412, 5439, 5459, 5559, 5624, 5650, 5737, 5829, 5844, 5886, 5925, 6098, 6124, 6255, 6306, 6337, 6400, 6739]]
4042	[4.765186581831884e-05, [825, 1239, 2066, 2384, 2653, 2859, 2932, 2958, 2981, 3291, 3615, 3631, 3787, 4013, 4043, 4055, 4162, 4179, 4201, 4233, 4247]]
4043	[0.0002770034804237389, []]
4044	[0.00029036454309389775, [346, 1305, 1360, 1688, 1769, 1961, 1984, 2145, 2237, 2240, 2364, 2398, 2811, 2871, 2917, 3014, 3073, 3089, 3271, 3321, 3334, 3352, 3433, 3447, 3452, 3453, 3454, 3455, 3460, 3537, 3607, 3724, 3835, 3843, 3854, 3898, 3976, 4011, 4040, 4047, 4078, 4191, 4199, 4216, 4218, 4219, 4261, 4266, 4297, 4335, 4466, 4468, 4485, 4529, 4531, 4551, 4552, 4557, 4562, 4578, 4583, 4588, 4605, 4613, 4631, 4639, 4646, 4648, 4650, 4666, 4677, 4678, 4713, 4719, 4728, 4778, 4779, 4780, 4796, 4809, 4831, 4875, 4887, 4938, 4962, 4987, 4991, 4993, 5058]]
4045	[4.765186581831884e-05, [15, 1159, 1305, 1310, 1352, 1360, 1403, 1473, 1648, 1680, 1688, 1733, 1769, 1972, 2144, 2145, 2237, 2240, 2276, 2364, 2381, 2433, 2440, 2456, 2507, 2511, 2516, 2517, 2565, 2592, 2689, 2696, 2765, 2775, 2785, 2787, 2811, 2851, 2871, 2925, 3002, 3015, 3034, 3073, 3089, 3092, 3106, 3125, 3140, 3144, 3284, 3291, 3309, 3321, 3352, 3433, 3447, 3452, 3453, 3455, 3498, 3537, 3586, 3607, 3614, 3635, 3643, 3645, 3664, 3724, 3726, 3748, 3785, 3796, 3803, 3806, 3812, 3843, 3854, 3873, 3897, 3898, 3919, 3956, 3958, 4037, 4040, 4041, 4047, 4072, 4099, 4103, 4124, 4175, 4212, 4261, 4266, 4297, 4299, 4310, 4315, 4338, 4417, 4453, 4463, 4485, 4500, 4510, 4521, 4527, 4528, 4534, 4536, 4547, 4551, 4552, 4574, 4578, 4588, 4613, 4646, 4661, 4666, 4687, 4689, 4706, 4712, 4715, 4717, 4719, 4748, 4781, 4792, 4795, 4796, 4798, 4808, 4811, 4814, 4827, 4828, 4879, 4899, 4938, 4944, 4953, 4994, 4999, 5002, 5026, 5055, 5061, 5072, 5073, 5092, 5100, 5103, 5106, 5121, 5123, 5130, 5132, 5140, 5144, 5182, 5188, 5204, 5215, 5222, 5226, 5262, 5273, 5288, 5301, 5404, 5437, 5439, 5445, 5479, 5484, 5524, 5527, 5543, 5545, 5563, 5584, 5624, 5680, 5684, 5739, 5753, 5773, 5775, 5776, 5780, 5790, 5799, 5814, 5818, 5822, 5827, 5844, 5848, 5886, 5891, 5925, 5928, 5932, 5947, 5998, 6006, 6029, 6097, 6098, 6124, 6148, 6156, 6166, 6229, 6327, 6337, 6432, 6437, 6441, 6481, 6496, 6501, 6505, 6528, 6552, 6553, 6554, 6566, 6570, 6576, 6589, 6594, 6600, 6624, 6632, 6699, 6725, 6765, 6774, 6790, 6901, 6930, 7073, 7101, 7108, 7115, 7119, 7143, 7144, 7162, 7214, 8295]]
4046	[4.765186581831884e-05, [840, 1026, 1403, 1769, 2326, 2342, 2511, 2517, 2565, 2785, 2787, 2790, 2871, 3002, 3276, 3334, 3346, 3352, 3452, 3453, 3458, 3459, 3748, 3835, 3885, 3958, 4011, 4037, 4040, 4047, 4103, 4189, 4212, 4298, 4361, 4558, 4661, 4666, 4678, 4706, 4811, 4820, 4875, 4929, 4993, 4999, 5012, 5083, 5233, 5288, 5289, 5384, 5432, 5484, 5500, 5582, 5773, 5801, 5811, 5814, 5902, 6241, 6270, 6320, 6414, 6523, 6560, 6596, 6634, 6714, 6736, 6917, 6980, 6994, 7088, 7092, 7108, 7168, 7185, 7254, 7257, 7295, 7373, 7381, 7400, 7620, 7675, 7683, 7890]]
4047	[7.001455281080361e-05, []]
4048	[4.765186581831884e-05, [4049]]
4049	[0.00022727193468903177, []]
405	[0.0001878024076374732, [56, 246, 271, 290, 402, 637, 658, 677, 697, 1030, 1053, 1277, 2134, 2790, 2859, 2973, 3459, 3680, 5412]]
4050	[4.765186581831884e-05, [4051]]
4051	[0.00022418930971001942, [4510]]
4052	[4.765186581831884e-05, []]
4053	[4.765186581831884e-05, [2384, 2506]]
4054	[4.765186581831884e-05, []]
4055	[0.00040528443021370906, [2506, 5106, 6347]]
4056	[4.765186581831884e-05, [1024, 1157, 1385, 2506, 2787, 2790, 2871, 3106, 3452, 3458, 3835, 4055, 4110, 4162, 4234, 4424, 4453, 4463, 4808, 4820, 5055, 5963, 8294]]
4057	[4.765186581831884e-05, [2506]]
4058	[8.420587997336406e-05, []]
4059	[4.765186581831884e-05, [2398, 2775, 3562, 5760]]
406	[0.00010959357920250415, [178, 236, 255, 282, 306, 310, 319, 325, 402, 440, 538, 560, 636, 667, 668, 670, 675, 677, 681, 684, 687, 756, 1648, 1661, 2369, 2511, 2657, 3631, 5822, 6555, 6624, 6774, 6979, 7094]]
4060	[4.765186581831884e-05, []]
4061	[4.765186581831884e-05, [3562]]
4062	[4.765186581831884e-05, [1990, 3125, 3562, 4578]]
4063	[4.765186581831884e-05, [737, 1990, 2144, 2917, 2925, 3125, 3447, 3454, 3562, 3568, 3645, 4072, 4191, 4299, 4310, 4335, 4689, 4735, 5123, 5178, 5262, 5412, 5545, 5697, 6098, 6305, 6634]]
4064	[4.765186581831884e-05, [3562]]
4065	[0.0001975562279109586, [762, 825, 896, 1185, 1239, 1305, 1310, 1688, 1729, 1769, 1990, 2014, 2129, 2134, 2144, 2289, 2328, 2565, 2612, 2620, 2646, 2653, 2760, 2775, 2787, 2859, 2871, 2932, 2958, 2981, 3002, 3015, 3125, 3140, 3144, 3309, 3346, 3433, 3439, 3443, 3447, 3452, 3453, 3454, 3562, 3568, 3607, 3615, 3634, 3643, 3645, 3661, 3724, 3792, 3809, 3830, 3843, 3854, 3873, 3898, 3956, 3958, 4011, 4013, 4055, 4072, 4162, 4179, 4181, 4201, 4216, 4218, 4263, 4269, 4290, 4299, 4331, 4365, 4373, 4402, 4417, 4422, 4424, 4453, 4463, 4468, 4485, 4510, 4529, 4531, 4536, 4551, 4578, 4604, 4613, 4620, 4666, 4713, 4791, 4792, 4938, 4962, 4999, 5026, 5037, 5178, 5263, 5415, 5543, 5584, 5624, 5760, 5800, 5871, 5932, 5950, 5998, 6004, 6097, 6323, 6528, 6560, 6699, 6770, 6803, 6832, 6946, 7052, 7094, 7280, 7351]]
4066	[4.765186581831884e-05, [3352, 3439, 3562, 3568, 4480]]
4067	[4.765186581831884e-05, [3562]]
4068	[5.709766329003737e-05, [2066, 3346, 3562, 4323, 4448, 4528]]
4069	[4.765186581831884e-05, [3562]]
407	[0.0008751799717076941, [15, 72, 204, 214, 230, 285, 298, 308, 372, 402, 406, 415, 429, 506, 579, 673, 696, 697, 722, 762, 763, 838, 844, 887, 937, 946, 958, 989, 993, 1000, 1014, 1026, 1049, 1111, 1141, 1164, 1199, 1201, 1230, 1236, 1248, 1284, 1285, 1297, 1322, 1407, 1413, 1425, 1471, 1482, 1489, 1492, 1496, 1497, 1525, 1534, 1566, 1573, 1585, 1622, 1629, 1633, 1641, 1648, 1652, 1654, 1658, 1661, 1662, 1718, 1723, 1752, 1758, 1787, 1816, 1835, 1858, 1859, 1884, 1893, 1903, 1908, 1918, 1927, 1953, 1955, 1956, 1963, 1966, 1969, 1973, 1979, 1987, 1991, 1997, 2066, 2073, 2097, 2106, 2120, 2128, 2137, 2151, 2168, 2211, 2264, 2323, 2354, 2398, 2400, 2433, 2517, 2535, 2587, 2594, 2617, 2625, 2693, 2774, 2775, 2811, 2977, 3014, 3020, 3130, 3334, 3580, 3645, 3835, 4037, 4335, 4735, 4846, 4980, 5412, 5484, 5524, 5559, 5568, 5817, 6246, 6770, 7306, 8290, 8293]]
4070	[4.765186581831884e-05, [72, 222, 896, 1159, 1305, 1385, 1648, 1680, 1733, 2001, 2258, 2354, 2364, 2516, 2565, 2576, 2605, 2646, 2653, 2775, 2822, 2859, 2909, 2917, 2958, 2981, 3092, 3103, 3106, 3144, 3274, 3276, 3284, 3417, 3455, 3458, 3562, 3586, 3691, 3796, 3808, 3958, 4044, 4127, 4175, 4189, 4276, 4297, 4299, 4335, 4338, 4400, 4417, 4422, 4424, 4448, 4453, 4463, 4468, 4480, 4482, 4530, 4534, 4536, 4547, 4587, 4645, 4797, 4828, 4899, 5020, 5026, 5055, 5061, 5083, 5100, 5106, 5182, 5204, 5222, 5226, 5245, 5263, 5288, 5305, 5308, 5321, 5323, 5327, 5341, 5445, 5449, 5454, 5459, 5543, 5683, 5693, 5706, 5721, 5732, 5737, 5756, 5775, 5784, 5790, 5828, 5863, 5872, 5936, 5963, 5994]]
4071	[0.000734305081413966, [15, 1473, 2507, 2822, 3192, 3460, 3562, 3910, 4483, 5412, 5684, 5775, 6296, 6930, 7092, 7553, 7632]]
4072	[0.00037583426855208575, [72, 346, 762, 1549, 1769, 2237, 2240, 2326, 2696, 2760, 2790, 2859, 3334, 3352, 3557, 3562, 3643, 3812, 3898, 4191, 4298, 4335, 4578, 4588, 4621, 4735, 4811, 4820, 4938]]
4073	[4.765186581831884e-05, [15, 72, 825, 896, 1239, 1307, 1972, 1990, 2134, 2144, 2276, 2381, 2386, 2398, 2516, 2535, 2592, 2653, 2765, 2775, 2790, 2811, 2859, 2871, 3014, 3191, 3192, 3274, 3284, 3443, 3447, 3452, 3453, 3454, 3455, 3456, 3537, 3562, 3614, 3634, 3643, 3645, 3724, 3796, 3808, 3835, 3854, 3897, 4041, 4068, 4099, 4124, 4181, 4189, 4191, 4199, 4211, 4256, 4266, 4297, 4298, 4310, 4315, 4323, 4400, 4448, 4530, 4547, 4551, 4687, 4735, 4776, 4824, 4828, 4929, 4964, 5061, 5130, 5140, 5178, 5189, 5200, 5226, 5233, 5255, 5263, 5274, 5312, 5412, 5430, 5452, 5457, 5467, 5470, 5637, 5651, 5891, 6098, 6105, 6218, 6327, 6360, 6388, 6400, 6417, 6422, 6424, 6437, 6472, 6474, 6481, 6498, 6505, 6553, 6570]]
4074	[4.765186581831884e-05, [1157, 1385, 1729, 1990, 2066, 2129, 2328, 2565, 2653, 2696, 2760, 2859, 2871, 2958, 3276, 3346, 3439, 3562, 3645, 3660, 3661, 3664, 4011, 4138, 4191, 4199, 4297, 4323, 4384, 4402, 4417, 4424, 4547]]
4075	[4.765186581831884e-05, [3562]]
4076	[4.765186581831884e-05, [15, 72, 346, 762, 852, 1159, 1239, 1984, 2066, 2134, 2144, 2160, 2328, 2381, 2398, 2433, 2456, 2516, 2535, 2696, 2790, 2859, 2932, 2958, 3276, 3291, 3321, 3334, 3352, 3394, 3454, 3456, 3463, 3615, 3631, 3748, 3787, 3813, 3898, 3912, 3976, 4013, 4037, 4103, 4138, 4179, 4201, 4212, 4218, 4233, 4247, 4256, 4263, 4266, 4269, 4290, 4335, 4480, 4662, 4719, 4735, 4776, 4796, 4797, 4808, 4811, 4814, 4828, 5072, 5100, 5106, 5115, 5130, 5132, 5176, 5210, 5285, 5592, 5640, 5804, 6634, 6720, 6770, 6858, 6914, 7063]]
4077	[4.765186581831884e-05, [608, 737, 762, 1247, 1305, 1799, 2014, 2145, 2237, 2328, 2354, 2364, 2381, 2517, 2565, 2592, 2653, 2696, 2811, 2822, 2831, 3027, 3034, 3092, 3103, 3334, 3352, 3433, 3447, 3454, 3456, 3460, 3537, 3562, 3568, 3635, 3645, 3812, 3813, 3897, 3910, 4044, 4191, 4247, 4266, 4297, 4384, 4400, 4448, 4463, 4480, 4528, 4529, 4547, 4613, 4666, 4712, 4735, 4811, 4828, 4929, 4964, 4977, 5100, 5106, 5130, 5132, 5155, 5204, 5222, 5308, 5392, 5412, 5430, 5449, 5463, 5513]]
4078	[0.0001465884995590254, [1239, 3562]]
4079	[4.765186581831884e-05, [3562, 4055, 4179, 4181]]
408	[4.765186581831884e-05, [402]]
4080	[4.765186581831884e-05, [3720]]
4081	[4.765186581831884e-05, []]
4082	[4.765186581831884e-05, [1385, 2398, 3456, 3897, 5182, 5245, 5463, 5680, 5784, 5790, 5837, 5848, 5863, 5963, 8294]]
4083	[4.765186581831884e-05, [8294]]
4084	[4.765186581831884e-05, []]
4085	[4.765186581831884e-05, [4086]]
4086	[8.832613781915312e-05, []]
4087	[4.765186581831884e-05, []]
4088	[0.00010359197508203525, []]
4089	[4.765186581831884e-05, [1307, 3309, 3453]]
409	[4.765186581831884e-05, [402, 875]]
4090	[4.765186581831884e-05, [1307]]
4091	[4.765186581831884e-05, [1307]]
4092	[4.765186581831884e-05, [1307]]
4093	[4.765186581831884e-05, [4235]]
4094	[4.765186581831884e-05, []]
4095	[4.765186581831884e-05, [825, 4110]]
4096	[4.765186581831884e-05, [825]]
4097	[4.765186581831884e-05, [825]]
4098	[0.0003598277898019153, [825, 3568, 3897, 4201, 4218, 4266, 4269, 4485]]
